Injury.Severity,Aircraft.Category,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,Purpose.of.flight,Weather.Condition
Non-Fatal,Airplane,Aviat,A1,No,1.0,Reciprocating,,VMC
Non-Fatal,Airplane,Stoddard Hamilton,GLASAIR II,Yes,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,CIRRUS,SR22,No,,,,
Non-Fatal,Airplane,Cessna,A185,No,,Reciprocating,,VMC
Non-Fatal,Airplane,BRUMBAUGH DAVID R,DRB RAIDER,Yes,1.0,Reciprocating,Flight Test,VMC
Non-Fatal,Airplane,Cessna,550,No,2.0,Turbo Jet,Ferry,VMC
Fatal,Airplane,CIRRUS,SR22,No,,,,
Non-Fatal,Airplane,Judd,Challenger II,Yes,,Reciprocating,Personal,VMC
Non-Fatal,Airplane,VANS,RV7,Yes,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Beech,95B55,No,,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Piper,PA46,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Cessna,172,No,1.0,Reciprocating,Instructional,VMC
Non-Fatal,Airplane,ROCKWELL,112A,No,1.0,Reciprocating,Personal,VMC
Fatal,Airplane,De Havilland,BEAVER DHC 2,No,1.0,Reciprocating,,VMC
Non-Fatal,Airplane,Cessna,210 5(205),No,,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Cessna,170,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Vans,RV-8,Yes,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,VALLDEJULI JOHN A,AEROCOMP,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Avid,AVID MAGNUM,Yes,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Cessna,175,No,,,Personal,
Non-Fatal,Airplane,Beech,33,No,1.0,,Personal,VMC
Non-Fatal,Airplane,Piper,PA19,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Cessna,R182,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Cessna,305A,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Evektor Aerotechnik,SPORTSTAR,Yes,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Cessna,172,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Cessna,152,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Ayres,S2R,No,1.0,Turbo Prop,Aerial Application,VMC
Non-Fatal,Airplane,Cessna,402,No,2.0,Reciprocating,,VMC
Non-Fatal,Airplane,Mooney,M20J,No,1.0,Reciprocating,Personal,VMC
Fatal,Airplane,DE HAVILLAND,DH82,No,,,,
,Airplane,AIRBUS,A330,No,2.0,Turbo Fan,,
Non-Fatal,Airplane,Cessna,402,No,2.0,Reciprocating,Business,VMC
Non-Fatal,Airplane,Cessna,172,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Cessna,172,No,1.0,Reciprocating,Personal,
Fatal,Airplane,CESSNA,172,No,,,,
Non-Fatal,Airplane,Boeing,767,No,2.0,,,Unk
,Airplane,AIRBUS,A321,No,,,,
Non-Fatal,Airplane,Cessna,172,No,1.0,Reciprocating,Aerial Observation,VMC
,Airplane,Boeing,757,No,2.0,,,VMC
Fatal,Airplane,Cirrus,SR22,No,,Reciprocating,Personal,IMC
Non-Fatal,Airplane,Air Tractor,AT 502,No,1.0,Turbo Prop,Aerial Application,VMC
Non-Fatal,Airplane,Air Tractor,AT 602,No,1.0,Turbo Prop,Aerial Application,VMC
Fatal,Airplane,Beech,95B55,No,2.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Cessna,T188,No,1.0,Reciprocating,Aerial Application,VMC
Non-Fatal,Airplane,Air Tractor,AT 502,No,1.0,Turbo Prop,Aerial Application,VMC
Non-Fatal,Airplane,Cessna,182,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,North American,AT 6F,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Cessna,152,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,AERO COMMANDER,S2R,No,1.0,Turbo Prop,Aerial Application,
Non-Fatal,Airplane,Culver,LCA,No,,Reciprocating,Personal,VMC
Non-Fatal,Airplane,AIRBUS,A220,No,2.0,Geared Turbofan,,VMC
Non-Fatal,Airplane,Stoddard-Hamilton,GlaStar,Yes,1.0,Reciprocating,Personal,VMC
Fatal,Airplane,Cessna,208,No,1.0,Turbo Prop,,
Non-Fatal,Airplane,Piper,PA46,No,1.0,Reciprocating,Business,VMC
Non-Fatal,Airplane,Cessna,177RG,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Cessna,172,No,1.0,Reciprocating,Instructional,VMC
Non-Fatal,Airplane,ICON,A5,No,1.0,Reciprocating,Business,VMC
Non-Fatal,Airplane,SWEARINGEN,SA227,No,2.0,Turbo Prop,Instructional,VMC
Non-Fatal,Airplane,Ryan,NAVION,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Piper,PA18,No,1.0,Reciprocating,Personal,VMC
Fatal,Airplane,AIR TRACTOR,AT400,No,,Turbo Prop,Aerial Application,Unk
Fatal,Airplane,Piper,PA34,No,2.0,Reciprocating,Instructional,
Non-Fatal,Airplane,Cessna,172,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Beech,36,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Cessna,172,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,VANS,RV6,Yes,,,,
Non-Fatal,Airplane,CIRRUS,SR22,No,,,,
Non-Fatal,Airplane,Cessna,E162,No,,Reciprocating,Instructional,VMC
Non-Fatal,Airplane,Cessna,150,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Cessna,177,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Cessna,210,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Cessna,172,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Avid,AVID MARK IV,Yes,1.0,Reciprocating,Instructional,VMC
Non-Fatal,Airplane,Cirrus,SR22,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Piper,PA28,No,1.0,Reciprocating,Instructional,VMC
Fatal,Airplane,BEECH,V35,No,,,Personal,
Non-Fatal,Airplane,PIPER,PA28,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Cessna,P210,No,1.0,Turbo Prop,Business,VMC
Non-Fatal,Airplane,Piper,PA 12,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,DOUGLAS,C 118A,No,4.0,Reciprocating,,VMC
Non-Fatal,Airplane,Douglas,DC3C,No,2.0,Reciprocating,Business,VMC
Fatal,Airplane,CESSNA,510,No,,,,
Fatal,Airplane,CESSNA,TU206,No,,,,
Fatal,Airplane,PIPER,PA28,No,1.0,Reciprocating,Personal,IMC
Non-Fatal,Airplane,Cessna,A185,No,,Reciprocating,Personal,VMC
Non-Fatal,Airplane,PIPER,PA28,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,BOEING,737,No,,,,
Fatal,Airplane,Cessna,310,No,2.0,Reciprocating,Flight Test,VMC
Non-Fatal,Airplane,Air Tractor,AT502,No,1.0,Turbo Prop,Aerial Application,VMC
Non-Fatal,Airplane,Cessna,182,No,1.0,Reciprocating,Personal,IMC
Non-Fatal,Airplane,Cessna,172,No,1.0,Reciprocating,Personal,VMC
Fatal,Airplane,Cessna,A185,No,,,Personal,
Non-Fatal,Airplane,Cessna,172,No,1.0,Reciprocating,Instructional,VMC
Non-Fatal,Airplane,Piper,PA28,No,1.0,Reciprocating,Instructional,VMC
Fatal,Airplane,Piper,PA22-150,No,1.0,Reciprocating,Personal,VMC
Fatal,Airplane,Cessna,182,No,1.0,Reciprocating,Business,VMC
,Airplane,AIRBUS,A321,No,,Turbo Fan,,
Non-Fatal,Airplane,PIPER,PA28R,No,,,,
Non-Fatal,Airplane,CESSNA,560,No,,,,
Fatal,Airplane,Liberty Aerospace,XL-2,No,,,,
,Airplane,Boeing,737,No,2.0,,,
Fatal,Airplane,PIPER,PA25,No,,,,
Fatal,Airplane,CESSNA,208,No,,,,
Fatal,Airplane,Wheeler,EXPRESS SERIES 2000,Yes,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Diamond,DA20,No,1.0,Reciprocating,Instructional,VMC
Non-Fatal,Airplane,RAYTHEON,390,No,2.0,Turbo Fan,Business,Unk
Non-Fatal,Airplane,Cessna,R172,No,,,Personal,
Non-Fatal,Airplane,Cessna,152,No,1.0,Reciprocating,Instructional,VMC
Non-Fatal,Airplane,Piper,PA34,No,2.0,Reciprocating,Unknown,
Fatal,Airplane,Air Tractor,AT502,No,1.0,Turbo Prop,Positioning,VMC
Non-Fatal,Airplane,Airbus,A321,No,2.0,,,VMC
Fatal,Airplane,Beech,F33,No,1.0,Reciprocating,Personal,IMC
Non-Fatal,Airplane,DE HAVILLAND,DH60,No,,,Personal,VMC
Non-Fatal,Airplane,CANADAIR,CL600 2B16,No,2.0,Turbo Fan,Business,VMC
Non-Fatal,Airplane,Piper,PA 30,No,2.0,Reciprocating,Instructional,
Non-Fatal,Airplane,Airbus,A320,No,2.0,,,VMC
,Airplane,CESSNA,150,No,,,,
Fatal,Airplane,North American,T28A,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Cessna,150,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Cessna,172,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,BEECH,36,No,,,,
,Airplane,AIRBUS,A320,No,2.0,Geared Turbofan,,
Non-Fatal,Airplane,CONSOLIDATED VULTEE,BT13,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,PIETENPOL,AIRCAMPER,Yes,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Cessna,206,No,1.0,Reciprocating,,
Non-Fatal,Airplane,Cessna,180,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,North American,AT 6D,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,BOEING,787,No,,,,
Non-Fatal,Airplane,Cessna,172,No,1.0,Reciprocating,Personal,VMC
Fatal,Airplane,Poberezny,ACRO SPORT II,Yes,1.0,Reciprocating,Personal,VMC
Fatal,Airplane,Lancair,LANCAIR IV,Yes,1.0,Reciprocating,Personal,Unk
Fatal,Airplane,Embraer,EMB710,No,1.0,,Unknown,Unk
Non-Fatal,Airplane,Cessna,180,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Piper,PA28,No,1.0,Reciprocating,Instructional,VMC
Non-Fatal,Airplane,Cessna,172,No,1.0,Reciprocating,Positioning,VMC
Fatal,Airplane,Fantasy Air,ALLEGRO,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Extra,EA300,No,,,Instructional,VMC
Non-Fatal,Airplane,Rockwell,690,No,2.0,Turbo Prop,Personal,VMC
Non-Fatal,Airplane,Reims Aviation Cessna,F172N,No,,,,
,Airplane,Mcdonnell Douglas,MD11,No,,Turbo Fan,,
Fatal,Airplane,CAPES,MURPHY MOOSE,Yes,,Reciprocating,Personal,VMC
Non-Fatal,Airplane,De Havilland,DHC6,No,2.0,Turbo Prop,Instructional,VMC
Non-Fatal,Airplane,ZENITH,601XLB,Yes,,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Textron Aviation Inc,680A,No,2.0,Turbo Fan,Business,VMC
Non-Fatal,Airplane,Boeing,767,No,2.0,Turbo Fan,,
Non-Fatal,Airplane,Piper,PA 12,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Cessna,150,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,BOEING,787,No,,,,
Fatal,Airplane,Pitts,S2,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Flight Design,CT2K,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Air Tractor,AT502,No,1.0,Turbo Prop,Aerial Application,VMC
Fatal,Airplane,Cessna,172,No,1.0,Reciprocating,,
Non-Fatal,Airplane,Beech,35,No,,,Personal,
Non-Fatal,Airplane,GIger Frank R,Nieuport II,Yes,1.0,Reciprocating,Personal,VMC
Fatal,Airplane,Cessna,T303,No,2.0,Reciprocating,Personal,VMC
,Airplane,AIRBUS,A320,No,,Turbo Fan,,
Non-Fatal,Airplane,CESSNA,150,No,,,Instructional,
Fatal,Airplane,Beech,95B55,No,2.0,Reciprocating,Instructional,VMC
Non-Fatal,Airplane,Cessna,208B,No,1.0,Turbo Prop,,VMC
Non-Fatal,Airplane,Cessna,172,No,1.0,Reciprocating,Instructional,VMC
Fatal,Airplane,Cessna,U206,No,1.0,Reciprocating,Personal,IMC
Non-Fatal,Airplane,Boeing,757,No,2.0,Turbo Fan,,
Non-Fatal,Airplane,Cessna,TU206,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Vans,RV7,Yes,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Piper,PA28R,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Champion,7GCBC,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Cirrus,SR22,No,1.0,Reciprocating,Personal,VMC
,Airplane,AIRBUS,A320,No,2.0,Geared Turbofan,,
Non-Fatal,Airplane,Cessna,T210,No,1.0,,Personal,
Fatal,Airplane,Grumman,G164,No,1.0,Reciprocating,Aerial Application,VMC
Fatal,Airplane,Aero Commander,200,No,,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Cessna,180,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Piper,PA 31P,No,2.0,Reciprocating,Personal,VMC
,Airplane,BOEING,737,No,,,,
Non-Fatal,Airplane,Beech,36,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Cessna,560XL,No,,Turbo Fan,,VMC
Non-Fatal,Airplane,Cessna,120,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,STINSON,108,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Cessna,310,No,2.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Velocity,XL-5,Yes,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Maule,M5,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,PIPER,PA28,No,1.0,Reciprocating,Instructional,VMC
Non-Fatal,Airplane,Cirrus,SR22,No,,Reciprocating,Personal,IMC
Non-Fatal,Airplane,Cessna,A185,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Pipistrel,SINUS 912,No,1.0,Reciprocating,Personal,VMC
Fatal,Airplane,CESSNA,150,No,,,,
Fatal,Airplane,REIMS,F172,No,,,Personal,
Fatal,Airplane,MORIARTY MARVIN,AVENTURA II,Yes,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Beech,F33,No,1.0,Reciprocating,Personal,VMC
Fatal,Airplane,Capella,XS,Yes,1.0,Reciprocating,Unknown,
Fatal,Airplane,CESSNA,182,No,,,,
Non-Fatal,Airplane,Beech,35,No,1.0,Reciprocating,Personal,VMC
Fatal,Airplane,MEYERS,Midget 0100,Yes,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,AMERICAN LEGEND AIRCRAFT CO,AL3C,No,1.0,Reciprocating,Instructional,VMC
Non-Fatal,Airplane,Piper,PA24,No,1.0,Reciprocating,Personal,VMC
Fatal,Airplane,Pitts,S2,No,,,,
,Airplane,BOEING,777,No,,,,
Non-Fatal,Airplane,PIPER,PA28,No,1.0,Reciprocating,Instructional,VMC
Non-Fatal,Airplane,SCODA AERONAUTICAL,Super Petrel,No,,,Personal,VMC
Non-Fatal,Airplane,PIPER,J3C,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Cessna,425,No,2.0,Turbo Prop,Personal,VMC
Non-Fatal,Airplane,Cirrus,SR22,No,,,Personal,VMC
Fatal,Airplane,Piper,PA28RT,No,1.0,Reciprocating,Personal,
Non-Fatal,Airplane,Lockheed,C130,No,,Turbo Prop,Ferry,VMC
Non-Fatal,Airplane,Mooney,M20C,No,1.0,Reciprocating,Personal,
Non-Fatal,Airplane,Beech,35,Yes,1.0,Reciprocating,Personal,
Non-Fatal,Airplane,Piper,PA18,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Mcdonnell Douglas,MD88,No,2.0,Turbo Jet,,VMC
Non-Fatal,Airplane,Airbus,A320,No,2.0,Turbo Fan,,VMC
,Airplane,CESSNA,560,No,,,,
Non-Fatal,Airplane,AIRBUS,A330,No,,,,
Fatal,Airplane,Cessna,172,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Piper,PA32RT,No,1.0,Reciprocating,Personal,VMC
Fatal,Airplane,Beech,33,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,AIR TRACTOR,AT502,No,1.0,Turbo Prop,Business,VMC
Non-Fatal,Airplane,Cessna,172,No,1.0,Reciprocating,Instructional,
Non-Fatal,Airplane,Piper,PA-22-150,No,1.0,Reciprocating,Instructional,VMC
,Airplane,SAAB,340,No,,Turbo Prop,,
Fatal,Airplane,AIR TRACTOR,AT502,No,,,,
Non-Fatal,Airplane,Luscombe,8,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Czech Sport,SPORTCRUISER,Yes,1.0,Reciprocating,Instructional,VMC
Non-Fatal,Airplane,Piper,PA-18,No,,Reciprocating,Personal,VMC
Non-Fatal,Airplane,HALL,Kitfox,Yes,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Piper,PA22,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Cessna,510,No,,Turbo Fan,Personal,VMC
Non-Fatal,Airplane,Piper,PA28,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Diamond,DA20,No,1.0,Reciprocating,Instructional,VMC
Non-Fatal,Airplane,BOEING,737,No,,,,
Non-Fatal,Airplane,Stinson,108,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Cirrus,SR22,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,PIPER,PA 28-180,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Piper,PA 18,No,1.0,Reciprocating,Personal,VMC
Fatal,Airplane,BEECH,B300,No,,,,
Non-Fatal,Airplane,Piper,PA38,No,1.0,Reciprocating,Instructional,VMC
Non-Fatal,Airplane,Piper,PA32RT,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Piper,J3C,No,,,Personal,VMC
Non-Fatal,Airplane,PIPER,PA18,No,1.0,Reciprocating,Personal,VMC
Fatal,Airplane,Weatherly,620,No,,Reciprocating,Aerial Application,VMC
Non-Fatal,Airplane,Cessna,172,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,LANCAIR,LC41-550FG,No,1.0,,Personal,VMC
,Airplane,BOEING,737,No,,,,
Non-Fatal,Airplane,Piper,PA60,No,2.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Jackson,Velocity,No,1.0,Reciprocating,Business,VMC
Non-Fatal,Airplane,Piper,PA28,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Cessna,A185,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Lake,LA-4-200,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Cessna,180,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Phantom Aeronautics,X-1,No,1.0,Reciprocating,Personal,VMC
Fatal,Airplane,Cessna,210,No,1.0,Reciprocating,Aerial Observation,VMC
Non-Fatal,Airplane,Piper,J3C,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Cessna,182,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Pietenpol,PIETENPOL AIRCAMPER,Yes,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Cessna,310,No,2.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Piper,PA18,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Piper,PA18,No,1.0,Reciprocating,Instructional,VMC
Fatal,Airplane,CESSNA,172,No,,,,
Non-Fatal,Airplane,PIPER,PA25,No,,,,
Non-Fatal,Airplane,Cessna,195A,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,PIPER,PA-28D-180,No,1.0,Reciprocating,Instructional,VMC
Fatal,Airplane,Piper,PA18,No,1.0,Reciprocating,Personal,
Fatal,Airplane,Vans,RV-12,Yes,,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Airbus,A319,No,2.0,Turbo Fan,,VMC
Non-Fatal,Airplane,Pietenpol,Sky Scout,Yes,1.0,Reciprocating,Personal,VMC
Fatal,Airplane,Champion,7GCBC,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,SIAI-MARCHETTI,SM 1019,No,1.0,Turbo Prop,Personal,VMC
Non-Fatal,Airplane,Champion,7KCAB,No,1.0,Reciprocating,Personal,VMC
,Airplane,BOEING,767,No,,,,
Fatal,Airplane,Beech,C24,No,1.0,Reciprocating,Instructional,VMC
Fatal,Airplane,Cessna,210,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Air Tractor,AT 602,No,1.0,Turbo Prop,Personal,VMC
Non-Fatal,Airplane,Grumman,G164,No,1.0,Reciprocating,Aerial Application,VMC
Fatal,Airplane,Cessna,140,No,1.0,Reciprocating,Aerial Observation,VMC
Non-Fatal,Airplane,Cessna,172,No,1.0,Reciprocating,Personal,VMC
Fatal,Airplane,Piper,PA32,No,1.0,Reciprocating,Personal,VMC
Fatal,Airplane,Cessna,150,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Beech,23,No,1.0,Reciprocating,Personal,VMC
Fatal,Airplane,CESSNA,208,No,,,,
Non-Fatal,Airplane,Stoddard Hamilton,GLASAIR II,Yes,,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Beech,23,No,1.0,Reciprocating,Instructional,VMC
Non-Fatal,Airplane,Ercoupe,415,No,1.0,Reciprocating,Instructional,VMC
Non-Fatal,Airplane,Cessna,172,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Cessna,152,No,1.0,Reciprocating,Instructional,VMC
Non-Fatal,Airplane,Piper,PA28,No,,,Personal,VMC
Fatal,Airplane,Convair,440,No,2.0,Reciprocating,,VMC
Non-Fatal,Airplane,Piper,PA28,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Beech,35,No,,,Personal,VMC
Non-Fatal,Airplane,Piper,PA34,No,2.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Airbus,A321,No,2.0,Turbo Fan,,
Non-Fatal,Airplane,Pitts,S1,Yes,1.0,Reciprocating,Air Race show,VMC
,Airplane,BOEING,737,No,,,,
Non-Fatal,Airplane,Bombardier,CL 600 2C10,No,,,,VMC
Non-Fatal,Airplane,Cessna,172F,No,1.0,Reciprocating,Instructional,VMC
Non-Fatal,Airplane,Cessna,172,No,1.0,Reciprocating,Instructional,VMC
Non-Fatal,Airplane,Cessna,150,No,1.0,Reciprocating,Instructional,VMC
Non-Fatal,Airplane,Mooney,M20J,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Piper,PA23,No,2.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,CESSNA,525,No,,,,
Non-Fatal,Airplane,Cessna,P206,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Cirrus,SR22,No,1.0,Reciprocating,Personal,IMC
Fatal,Airplane,COZY,Mark IV,No,,,,
Non-Fatal,Airplane,Beech,55,No,2.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Mooney,M20M,No,1.0,Reciprocating,Instructional,VMC
Non-Fatal,Airplane,Smyth,SIDEWINDER,Yes,,,Personal,VMC
Non-Fatal,Airplane,Piper,PA28,No,1.0,Reciprocating,Instructional,VMC
Non-Fatal,Airplane,Cirrus,SR20,No,1.0,Reciprocating,Personal,VMC
,Airplane,Boeing,B777 200ER,No,2.0,Turbo Fan,,
Fatal,Airplane,PIPER,PA31,No,,,,
Non-Fatal,Airplane,DIAMOND,DA40,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Cessna,L19,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Piper,PA46,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Piper,PA 12,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,CESSNA,175,No,1.0,Reciprocating,Personal,Unk
Fatal,Airplane,CIRRUS,SR22,No,,,,
Non-Fatal,Airplane,Pzl Okecie,PZL104,No,1.0,Turbo Prop,Personal,VMC
Non-Fatal,Airplane,Piper,PA32R,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,AIRBUS,A220,No,2.0,Turbo Fan,,
Fatal,Airplane,Vans,RV-10,Yes,,,,
Non-Fatal,Airplane,Maule,M 6-235,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Socata,TB9,No,1.0,Reciprocating,Instructional,VMC
Non-Fatal,Airplane,Cessna,152,No,1.0,Reciprocating,Instructional,VMC
Fatal,Airplane,Vans,RV 8,Yes,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Piper,PA18,No,1.0,Reciprocating,Instructional,VMC
Fatal,Airplane,Beech,V35,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Vans,RV 4,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Cessna,152,No,1.0,Reciprocating,Instructional,VMC
Non-Fatal,Airplane,Best Off,SKYRANGER,Yes,1.0,Reciprocating,Personal,VMC
Fatal,Airplane,Cessna,182,No,1.0,Reciprocating,Personal,VMC
Fatal,Airplane,Cessna,177,No,1.0,Reciprocating,Other Work Use,VMC
Non-Fatal,Airplane,Cessna,208,No,1.0,Turbo Prop,Skydiving,VMC
Non-Fatal,Airplane,De Havilland,BEAVER DHC 2 MK.1,No,1.0,Reciprocating,Other Work Use,VMC
Non-Fatal,Airplane,Piper,PA60,No,2.0,Reciprocating,Personal,VMC
Fatal,Airplane,MOONEY,M20J,No,,,,
Non-Fatal,Airplane,Diamond,DA20,No,1.0,Reciprocating,Personal,VMC
Fatal,Airplane,Cessna,A185,No,,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Vans,VANS RV-10,Yes,,Reciprocating,Personal,VMC
Fatal,Airplane,MOONEY,M20K,No,,,,
Non-Fatal,Airplane,CESSNA,172,No,,,,
Non-Fatal,Airplane,De Havilland,BEAVER DHC 2,No,1.0,Reciprocating,,VMC
Non-Fatal,Airplane,Vans,RV 6,Yes,1.0,Reciprocating,Personal,
Non-Fatal,Airplane,Piper,PA 18,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,THOMAS LEE,Nieuport 11,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Piper,PA18,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Piper,PA18,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Cessna,172,No,1.0,Reciprocating,Instructional,VMC
Fatal,Airplane,Cessna,150,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Beech,35,No,1.0,Reciprocating,Instructional,VMC
Non-Fatal,Airplane,Cessna,337,No,2.0,Reciprocating,Instructional,VMC
Non-Fatal,Airplane,Cessna,172,No,1.0,Reciprocating,Instructional,VMC
Non-Fatal,Airplane,Cessna,182,No,1.0,Reciprocating,Personal,VMC
